support_policy,task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,test_support_known_fraction,test_support_missing_mod_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
strict_known_only,exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 1.252554, 'perplexity': 3.49927, 'top1_accuracy': 0.5, 'mrr': 0.6, 'mean_target_probability': 0.540833, 'mean_top1_confidence': 0.59276, 'expected_calibration_error': 0.09276}",4.637244,103.259389,0.0,0.102564,0.021581,0.26162,0.26162,1.252554,3.49927,0.5,0.6,0.540833,0.59276,0.09276,10.708815,44748.575183,0.0,0.048395,0.004128,0.358087,0.358087
fallback_mod16,exact_offset_passkey,317,no_position,no_position,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,1.0,1.0,"{'row_count': 2.0, 'loss': 0.026352, 'perplexity': 1.026702, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.974131, 'mean_top1_confidence': 0.974131, 'expected_calibration_error': 0.025869}",0.004559,1.004569,1.0,1.0,0.995452,0.995452,0.004548,0.026352,1.026702,1.0,1.0,0.974131,0.974131,0.025869,0.888583,2.431682,0.5,0.75,0.536882,0.836393,0.359638
fallback_mod16,exact_offset_passkey,317,alibi,alibi,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,317,rope_relative,rope,4,2,4,1.0,0,12.0,2.0,1.0,"{'row_count': 2.0, 'loss': 0.652145, 'perplexity': 1.919655, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.62006, 'mean_top1_confidence': 0.62006, 'expected_calibration_error': 0.37994}",0.040325,1.041149,1.0,1.0,0.960478,0.960478,0.039522,0.652145,1.919655,1.0,1.0,0.62006,0.62006,0.37994,0.980657,2.666208,1.0,1.0,0.4445,0.4445,0.5555
fallback_mod16,exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.056268, 'top1_accuracy': 0.5, 'mrr': 0.535714, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,13.815511,1000000.056268,0.5,0.535714,0.5,1.0,0.5,20.723266,1000000056.267774,0.25,0.31126,0.25,1.0,0.75
strict_known_only,exact_offset_passkey,317,no_position,no_position,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 4.966647, 'perplexity': 143.544824, 'top1_accuracy': 0.0, 'mrr': 0.085227, 'mean_target_probability': 0.022617, 'mean_top1_confidence': 0.185519, 'expected_calibration_error': 0.185519}",4.317469,74.998534,0.0,0.098208,0.017119,0.260704,0.260704,4.966647,143.544824,0.0,0.085227,0.022617,0.185519,0.185519,5.419902,225.857025,0.0,0.051526,0.009978,0.173309,0.173309
strict_known_only,exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,0.0,-2.0,"{'row_count': 2.0, 'loss': 0.036206, 'perplexity': 1.036869, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.964442, 'mean_top1_confidence': 0.964442, 'expected_calibration_error': 0.035558}",0.031616,1.032121,1.0,1.0,0.968878,0.968878,0.031122,0.036206,1.036869,1.0,1.0,0.964442,0.964442,0.035558,0.586242,1.797221,0.75,0.875,0.645074,0.788432,0.056754
strict_known_only,exact_offset_passkey,317,alibi,alibi,4,2,4,1.0,0,0.5,0.0,-4.0,"{'row_count': 2.0, 'loss': 4.051605, 'perplexity': 57.489629, 'top1_accuracy': 0.0, 'mrr': 0.085227, 'mean_target_probability': 0.027647, 'mean_top1_confidence': 0.110201, 'expected_calibration_error': 0.110201}",3.521236,33.826224,0.0,0.098208,0.032201,0.158167,0.158167,4.051605,57.489629,0.0,0.085227,0.027647,0.110201,0.110201,4.378214,79.695609,0.0,0.053993,0.017485,0.110188,0.110188
strict_known_only,exact_offset_passkey,317,rope_relative,rope,4,2,4,1.0,0,12.0,0.0,0.0,"{'row_count': 2.0, 'loss': 1.190298, 'perplexity': 3.288059, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.304169, 'mean_top1_confidence': 0.304169, 'expected_calibration_error': 0.695831}",1.155673,3.17616,1.0,1.0,0.31487,0.31487,0.68513,1.190298,3.288059,1.0,1.0,0.304169,0.304169,0.695831,1.216605,3.375709,1.0,1.0,0.296275,0.296275,0.703725
strict_known_only,exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 4.966647, 'perplexity': 143.544824, 'top1_accuracy': 0.0, 'mrr': 0.085227, 'mean_target_probability': 0.022617, 'mean_top1_confidence': 0.185519, 'expected_calibration_error': 0.185519}",4.317469,74.998534,0.0,0.098208,0.017119,0.260704,0.260704,4.966647,143.544824,0.0,0.085227,0.022617,0.185519,0.185519,5.419902,225.857025,0.0,0.051526,0.009978,0.173309,0.173309
strict_known_only,exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,0.0,-8.0,"{'row_count': 2.0, 'loss': 4.966647, 'perplexity': 143.544824, 'top1_accuracy': 0.0, 'mrr': 0.085227, 'mean_target_probability': 0.022617, 'mean_top1_confidence': 0.185519, 'expected_calibration_error': 0.185519}",4.317469,74.998534,0.0,0.098208,0.017119,0.260704,0.260704,4.966647,143.544824,0.0,0.085227,0.022617,0.185519,0.185519,5.419902,225.857025,0.0,0.051526,0.009978,0.173309,0.173309
fallback_mod16,exact_offset_passkey,331,no_position,no_position,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,331,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,2.0,8.0,"{'row_count': 2.0, 'loss': 0.020486, 'perplexity': 1.020697, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.979848, 'mean_top1_confidence': 0.979848, 'expected_calibration_error': 0.020152}",0.017176,1.017325,1.0,1.0,0.983105,0.983105,0.016895,0.020486,1.020697,1.0,1.0,0.979848,0.979848,0.020152,1.744982,5.725796,0.5,0.708333,0.579477,0.835007,0.335007
fallback_mod16,exact_offset_passkey,331,alibi,alibi,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,331,rope_relative,rope,4,2,4,1.0,0,12.0,2.0,2.0,"{'row_count': 2.0, 'loss': 0.603701, 'perplexity': 1.828875, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.632759, 'mean_top1_confidence': 0.632759, 'expected_calibration_error': 0.367241}",0.579058,1.784357,1.0,1.0,0.643733,0.643733,0.356267,0.603701,1.828875,1.0,1.0,0.632759,0.632759,0.367241,1.010408,2.746721,1.0,1.0,0.435996,0.435996,0.564004
fallback_mod16,exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
fallback_mod16,exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,4.0,"{'row_count': 2.0, 'loss': 13.815511, 'perplexity': 1000000.000221, 'top1_accuracy': 0.5, 'mrr': 0.555556, 'mean_target_probability': 0.5, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.5}",13.815511,1000000.0,0.5,0.566964,0.5,1.0,0.5,13.815511,1000000.000221,0.5,0.555556,0.5,1.0,0.5,20.723266,1000000000.043314,0.25,0.282648,0.25,1.0,0.75
strict_known_only,exact_offset_passkey,331,no_position,no_position,4,2,4,1.0,0,0.0,0.0,4.0,"{'row_count': 2.0, 'loss': 4.104497, 'perplexity': 60.612274, 'top1_accuracy': 0.0, 'mrr': 0.0825, 'mean_target_probability': 0.027026, 'mean_top1_confidence': 0.132872, 'expected_calibration_error': 0.132872}",3.208577,24.74386,0.0,0.121825,0.045053,0.174633,0.174633,4.104497,60.612274,0.0,0.0825,0.027026,0.132872,0.132872,4.851933,127.987542,0.0,0.03952,0.010838,0.096238,0.096238
strict_known_only,exact_offset_passkey,331,sinusoidal,sinusoidal,4,2,4,1.0,0,12.0,0.0,2.0,"{'row_count': 2.0, 'loss': 0.036312, 'perplexity': 1.036979, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.96434, 'mean_top1_confidence': 0.96434, 'expected_calibration_error': 0.03566}",0.031526,1.032028,1.0,1.0,0.968966,0.968966,0.031034,0.036312,1.036979,1.0,1.0,0.96434,0.96434,0.03566,0.697403,2.008529,0.5,0.75,0.610282,0.836986,0.37377
strict_known_only,exact_offset_passkey,331,alibi,alibi,4,2,4,1.0,0,1.0,0.0,4.0,"{'row_count': 2.0, 'loss': 3.898249, 'perplexity': 49.316022, 'top1_accuracy': 0.0, 'mrr': 0.0825, 'mean_target_probability': 0.027259, 'mean_top1_confidence': 0.11209, 'expected_calibration_error': 0.11209}",3.131705,22.913006,0.0,0.115873,0.046684,0.148899,0.148899,3.898249,49.316022,0.0,0.0825,0.027259,0.11209,0.11209,4.499778,89.997194,0.0,0.041752,0.014314,0.08496,0.08496
strict_known_only,exact_offset_passkey,331,rope_relative,rope,4,2,4,1.0,0,12.0,0.0,0.0,"{'row_count': 2.0, 'loss': 1.179149, 'perplexity': 3.251605, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.307544, 'mean_top1_confidence': 0.307544, 'expected_calibration_error': 0.692456}",1.151012,3.161392,1.0,1.0,0.316371,0.316371,0.683629,1.179149,3.251605,1.0,1.0,0.307544,0.307544,0.692456,1.2236,3.399403,1.0,1.0,0.294253,0.294253,0.705747
strict_known_only,exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,0.0,4.0,"{'row_count': 2.0, 'loss': 4.104497, 'perplexity': 60.612274, 'top1_accuracy': 0.0, 'mrr': 0.0825, 'mean_target_probability': 0.027026, 'mean_top1_confidence': 0.132872, 'expected_calibration_error': 0.132872}",3.208577,24.74386,0.0,0.121825,0.045053,0.174633,0.174633,4.104497,60.612274,0.0,0.0825,0.027026,0.132872,0.132872,4.851933,127.987542,0.0,0.03952,0.010838,0.096238,0.096238
strict_known_only,exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,0.0,4.0,"{'row_count': 2.0, 'loss': 4.104497, 'perplexity': 60.612274, 'top1_accuracy': 0.0, 'mrr': 0.0825, 'mean_target_probability': 0.027026, 'mean_top1_confidence': 0.132872, 'expected_calibration_error': 0.132872}",3.208577,24.74386,0.0,0.121825,0.045053,0.174633,0.174633,4.104497,60.612274,0.0,0.0825,0.027026,0.132872,0.132872,4.851933,127.987542,0.0,0.03952,0.010838,0.096238,0.096238
fallback_mod16,tiny_text_fact_qa,307,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,307,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,307,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,307,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,rope_relative,rope,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
strict_known_only,tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,313,no_position,no_position,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,313,sinusoidal,sinusoidal,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
fallback_mod16,tiny_text_fact_qa,313,alibi,alibi,4,2,4,1.0,0,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
